venue,year,identifier,heading,title,authors,page_range,length,electronic_edition,comment
icml,2024,conf/icml/icml2024,,"Learning with 3D rotations, a hitchhiker's guide to SO(3).",Andreas René Geist; Jonas Frey; Mikel Zhobro; Anna Levina; Georg Martius,,0,https://openreview.net/forum?id=L0VoOdjCUb,
icml,2024,conf/icml/icml2024,,Indirectly Parameterized Concrete Autoencoders.,Alfred Nilsson; Klas Wijk; Sai Bharath Chandra Gutha; Erik Englesson; Alexandra Hotti; Carlo Saccardi; Oskar Kviman; Jens Lagergren; Ricardo Vinuesa; Hossein Azizpour,,0,https://openreview.net/forum?id=GqsRKEhelH,
icml,2024,conf/icml/icml2024,,Vector Quantization Pretraining for EEG Time Series with Random Projection and Phase Alignment.,Haokun Gui; Xiucheng Li; Xinyang Chen,,0,https://openreview.net/forum?id=7uwLvFvpis,
icml,2024,conf/icml/icml2024,,Unsupervised Parameter-free Simplicial Representation Learning with Scattering Transforms.,Hiren Madhu; Sravanthi Gurugubelli; Sundeep Prabhakar Chepuri,,0,https://openreview.net/forum?id=wmljUnbjy6,
icml,2024,conf/icml/icml2024,,TinyTrain: Resource-Aware Task-Adaptive Sparse Training of DNNs at the Data-Scarce Edge.,Young D. Kwon; Rui Li; Stylianos I. Venieris; Jagmohan Chauhan; Nicholas Donald Lane; Cecilia Mascolo,,0,https://openreview.net/forum?id=MWZWUyfFHC,
icml,2024,conf/icml/icml2024,,SpikeZIP-TF: Conversion is All You Need for Transformer-based SNN.,Kang You; Zekai Xu; Chen Nie; Zhijie Deng; Qinghai Guo; Xiang Wang; Zhezhi He,,0,https://openreview.net/forum?id=NeotatlYOL,
icml,2024,conf/icml/icml2024,,Acquiring Diverse Skills using Curriculum Reinforcement Learning with Mixture of Experts.,Onur Celik; Aleksandar Taranovic; Gerhard Neumann,,0,https://openreview.net/forum?id=9ZkUFSwlUH,
icml,2024,conf/icml/icml2024,,AutoOS: Make Your OS More Powerful by Exploiting Large Language Models.,Huilai Chen; Yuanbo Wen; Limin Cheng; Shouxu Kuang; Yumeng Liu; Weijia Li; Ling Li; Rui Zhang; Xinkai Song; Wei Li; Qi Guo; Yunji Chen,,0,https://openreview.net/forum?id=Rp8R9C0Sth,
icml,2024,conf/icml/icml2024,,Conformal Predictions under Markovian Data.,Frédéric Zheng; Alexandre Proutière,,0,https://openreview.net/forum?id=efzkSbpyRw,
icml,2024,conf/icml/icml2024,,Hyperbolic Active Learning for Semantic Segmentation under Domain Shift.,Luca Franco; Paolo Mandica; Konstantinos Kallidromitis; Devin Guillory; Yu-Teng Li; Trevor Darrell; Fabio Galasso,,0,https://openreview.net/forum?id=hKdJPMQvew,
icml,2024,conf/icml/icml2024,,Rolling Diffusion Models.,David Ruhe; Jonathan Heek; Tim Salimans; Emiel Hoogeboom,,0,https://openreview.net/forum?id=a9bzTv9SzO,
icml,2024,conf/icml/icml2024,,Disentangled Graph Self-supervised Learning for Out-of-Distribution Generalization.,Haoyang Li; Xin Wang; Zeyang Zhang; Haibo Chen; Ziwei Zhang; Wenwu Zhu,,0,https://openreview.net/forum?id=OS0szhkPmF,
icml,2024,conf/icml/icml2024,,In-Context Freeze-Thaw Bayesian Optimization for Hyperparameter Optimization.,Herilalaina Rakotoarison; Steven Adriaensen; Neeratyoy Mallik; Samir Garibov; Eddie Bergman; Frank Hutter,,0,https://openreview.net/forum?id=VyoY3Wh9Wd,
icml,2024,conf/icml/icml2024,,Transferable Facial Privacy Protection against Blind Face Restoration via Domain-Consistent Adversarial Obfuscation.,Kui Zhang; Hang Zhou; Jie Zhang; Wenbo Zhou; Weiming Zhang; Nenghai Yu,,0,https://openreview.net/forum?id=st2BTty53v,
icml,2024,conf/icml/icml2024,,Selecting Large Language Model to Fine-tune via Rectified Scaling Law.,Haowei Lin; Baizhou Huang; Haotian Ye; Qinyu Chen; Zihao Wang; Sujian Li; Jianzhu Ma; Xiaojun Wan; James Zou; Yitao Liang,,0,https://openreview.net/forum?id=Bq2THeNXRr,
icml,2024,conf/icml/icml2024,,What Can Transformer Learn with Varying Depth? Case Studies on Sequence Learning Tasks.,Xingwu Chen; Difan Zou,,0,https://openreview.net/forum?id=YNbCbcGyXE,
icml,2024,conf/icml/icml2024,,Provable Interactive Learning with Hindsight Instruction Feedback.,Dipendra Misra; Aldo Pacchiano; Robert E. Schapire,,0,https://openreview.net/forum?id=CgO2cuWWLV,
icml,2024,conf/icml/icml2024,,Scaling Exponents Across Parameterizations and Optimizers.,Katie E. Everett; Lechao Xiao; Mitchell Wortsman; Alexander A. Alemi; Roman Novak; Peter J. Liu; Izzeddin Gur; Jascha Sohl-Dickstein; Leslie Pack Kaelbling; Jaehoon Lee; Jeffrey Pennington,,0,https://openreview.net/forum?id=0ksNeD1SJT,
icml,2024,conf/icml/icml2024,,Synergistic Integration of Coordinate Network and Tensorial Feature for Improving Neural Radiance Fields from Sparse Inputs.,Mingyu Kim; Jun-Seong Kim; Se-Young Yun; Jin-Hwa Kim,,0,https://openreview.net/forum?id=7tyAO5tUF8,
icml,2024,conf/icml/icml2024,,Training Large Language Models for Reasoning through Reverse Curriculum Reinforcement Learning.,Zhiheng Xi; Wenxiang Chen; Boyang Hong; Senjie Jin; Rui Zheng; Wei He; Yiwen Ding; Shichun Liu; Xin Guo; Junzhe Wang; Honglin Guo; Wei Shen; Xiaoran Fan; Yuhao Zhou; Shihan Dou; Xiao Wang; Xinbo Zhang; Peng Sun; Tao Gui; Qi Zhang; Xuanjing Huang,,0,https://openreview.net/forum?id=t82Y3fmRtk,
icml,2024,conf/icml/icml2024,,Localizing Task Information for Improved Model Merging and Compression.,Ke Wang; Nikolaos Dimitriadis; Guillermo Ortiz-Jiménez; François Fleuret; Pascal Frossard,,0,https://openreview.net/forum?id=DWT9uiGjxT,
icml,2024,conf/icml/icml2024,,CarbonNovo: Joint Design of Protein Structure and Sequence Using a Unified Energy-based Model.,Milong Ren; Tian Zhu; Haicang Zhang,,0,https://openreview.net/forum?id=FSxTEvuFa7,
icml,2024,conf/icml/icml2024,,Embodied CoT Distillation From LLM To Off-the-shelf Agents.,Wonje Choi; Woo Kyung Kim; Minjong Yoo; Honguk Woo,,0,https://openreview.net/forum?id=M4Htd52HMH,
icml,2024,conf/icml/icml2024,,Vectorized Conditional Neural Fields: A Framework for Solving Time-dependent Parametric Partial Differential Equations.,Jan Hagnberger; Marimuthu Kalimuthu; Daniel Musekamp; Mathias Niepert,,0,https://openreview.net/forum?id=sF9epWkNUG,
icml,2024,conf/icml/icml2024,,Nesting Particle Filters for Experimental Design in Dynamical Systems.,Sahel Iqbal; Adrien Corenflos; Simo Särkkä; Hany Abdulsamad,,0,https://openreview.net/forum?id=p1kDNFs62o,
icml,2024,conf/icml/icml2024,,Structure-Aware E(3)-Invariant Molecular Conformer Aggregation Networks.,Duy Minh Ho Nguyen; Nina Lukashina; Tai Nguyen; An T. Le; TrungTin Nguyen; Nhat Ho; Jan Peters; Daniel Sonntag; Viktor Zaverkin; Mathias Niepert,,0,https://openreview.net/forum?id=qGEEso256L,
icml,2024,conf/icml/icml2024,,Beyond ELBOs: A Large-Scale Evaluation of Variational Methods for Sampling.,Denis Blessing; Xiaogang Jia; Johannes Esslinger; Francisco Vargas; Gerhard Neumann,,0,https://openreview.net/forum?id=fVg9YrSllr,
icml,2024,conf/icml/icml2024,,When is Transfer Learning Possible?,My Phan; Kianté Brantley; Stephanie Milani; Soroush Mehri; Gokul Swamy; Geoffrey J. Gordon,,0,https://openreview.net/forum?id=9yADTDHgGu,
icml,2024,conf/icml/icml2024,,Layerwise Proximal Replay: A Proximal Point Method for Online Continual Learning.,Jinsoo Yoo; Yunpeng Liu; Frank Wood; Geoff Pleiss,,0,https://openreview.net/forum?id=Lg8nw3ltvX,
icml,2024,conf/icml/icml2024,,Longitudinal Targeted Minimum Loss-based Estimation with Temporal-Difference Heterogeneous Transformer.,Toru Shirakawa; Yi Li; Yulun Wu; Sky Qiu; Yuxuan Li; Mingduo Zhao; Hiroyasu Iso; Mark J. van der Laan,,0,https://openreview.net/forum?id=CHz7WshPcp,
icml,2024,conf/icml/icml2024,,Partial Optimality in the Linear Ordering Problem.,David Stein; Bjoern Andres,,0,https://openreview.net/forum?id=vYYIuJDTHq,
icml,2024,conf/icml/icml2024,,LASER: Linear Compression in Wireless Distributed Optimization.,Ashok Vardhan Makkuva; Marco Bondaschi; Thijs Vogels; Martin Jaggi; Hyeji Kim; Michael Gastpar,,0,https://openreview.net/forum?id=sDjszMb2Ir,
icml,2024,conf/icml/icml2024,,Easing Concept Bleeding in Diffusion via Entity Localization and Anchoring.,Jiewei Zhang; Song Guo; Peiran Dong; Jie Zhang; Ziming Liu; Yue Yu; Xiao-Ming Wu,,0,https://openreview.net/forum?id=MsnJl6JkZS,
icml,2024,conf/icml/icml2024,,Unlocking the Power of Spatial and Temporal Information in Medical Multimodal Pre-training.,Jinxia Yang; Bing Su; Xin Zhao; Ji-Rong Wen,,0,https://openreview.net/forum?id=87ZrVHDqmR,
icml,2024,conf/icml/icml2024,,"eCeLLM: Generalizing Large Language Models for E-commerce from Large-scale, High-quality Instruction Data.",Bo Peng; Xinyi Ling; Ziru Chen; Huan Sun; Xia Ning,,0,https://openreview.net/forum?id=LWRI4uPG2X,
icml,2024,conf/icml/icml2024,,Retrieval-Augmented Score Distillation for Text-to-3D Generation.,Junyoung Seo; Susung Hong; Wooseok Jang; Inès Hyeonsu Kim; Minseop Kwak; Doyup Lee; Seungryong Kim,,0,https://openreview.net/forum?id=1xKgDANODx,
icml,2024,conf/icml/icml2024,,NDOT: Neuronal Dynamics-based Online Training for Spiking Neural Networks.,Haiyan Jiang; Giulia De Masi; Huan Xiong; Bin Gu,,0,https://openreview.net/forum?id=elF0QoBSFV,
icml,2024,conf/icml/icml2024,,Entropy-Reinforced Planning with Large Language Models for Drug Discovery.,Xuefeng Liu; Chih-chan Tien; Peng Ding; Songhao Jiang; Rick L. Stevens,,0,https://openreview.net/forum?id=F3Ds71Xgo1,
icml,2024,conf/icml/icml2024,,What is the Long-Run Distribution of Stochastic Gradient Descent? A Large Deviations Analysis.,Waïss Azizian; Franck Iutzeler; Jérôme Malick; Panayotis Mertikopoulos,,0,https://openreview.net/forum?id=vsOF7qDNhl,
icml,2024,conf/icml/icml2024,,Provably Robust DPO: Aligning Language Models with Noisy Feedback.,Sayak Ray Chowdhury; Anush Kini; Nagarajan Natarajan,,0,https://openreview.net/forum?id=yhpDKSw7yA,
icml,2024,conf/icml/icml2024,,Positive Concave Deep Equilibrium Models.,Mateusz Gabor; Tomasz Piotrowski; Renato L. G. Cavalcante,,0,https://openreview.net/forum?id=e0SKaKEEdr,
icml,2024,conf/icml/icml2024,,Collaborative Heterogeneous Causal Inference Beyond Meta-analysis.,Tianyu Guo; Sai Praneeth Karimireddy; Michael I. Jordan,,0,https://openreview.net/forum?id=LJ34pX1U5g,
icml,2024,conf/icml/icml2024,,Neural SPH: Improved Neural Modeling of Lagrangian Fluid Dynamics.,Artur P. Toshev; Jonas A. Erbesdobler; Nikolaus A. Adams; Johannes Brandstetter,,0,https://openreview.net/forum?id=Pbey7LqBRl,
icml,2024,conf/icml/icml2024,,Purifying Quantization-conditioned Backdoors via Layer-wise Activation Correction with Distribution Approximation.,Boheng Li; Yishuo Cai; Jisong Cai; Yiming Li; Han Qiu; Run Wang; Tianwei Zhang,,0,https://openreview.net/forum?id=CEfr3h68KU,
icml,2024,conf/icml/icml2024,,AD3: Implicit Action is the Key for World Models to Distinguish the Diverse Visual Distractors.,Yucen Wang; Shenghua Wan; Le Gan; Shuai Feng; De-Chuan Zhan,,0,https://openreview.net/forum?id=ZwrfsrCduj,
icml,2024,conf/icml/icml2024,,"Triadic-OCD: Asynchronous Online Change Detection with Provable Robustness, Optimality, and Convergence.",Yancheng Huang; Kai Yang; Zelin Zhu; Leian Chen,,0,https://openreview.net/forum?id=OnkA4zaEU9,
icml,2024,conf/icml/icml2024,,Score identity Distillation: Exponentially Fast Distillation of Pretrained Diffusion Models for One-Step Generation.,Mingyuan Zhou; Huangjie Zheng; Zhendong Wang; Mingzhang Yin; Hai Huang,,0,https://openreview.net/forum?id=QhqQJqe0Wq,
icml,2024,conf/icml/icml2024,,First-Order Manifold Data Augmentation for Regression Learning.,Ilya Kaufman; Omri Azencot,,0,https://openreview.net/forum?id=geajNKab7g,
icml,2024,conf/icml/icml2024,,Towards AutoAI: Optimizing a Machine Learning System with Black-box and Differentiable Components.,Zhiliang Chen; Chuan-Sheng Foo; Bryan Kian Hsiang Low,,0,https://openreview.net/forum?id=JVhUR8q27o,
icml,2024,conf/icml/icml2024,,"Antibody Design Using a Score-based Diffusion Model Guided by Evolutionary, Physical and Geometric Constraints.",Tian Zhu; Milong Ren; Haicang Zhang,,0,https://openreview.net/forum?id=1YsQI04KaN,
icml,2024,conf/icml/icml2024,,DE-COP: Detecting Copyrighted Content in Language Models Training Data.,André V. Duarte; Xuandong Zhao; Arlindo L. Oliveira; Lei Li,,0,https://openreview.net/forum?id=LO4xhXmFal,
icml,2024,conf/icml/icml2024,,Dealing With Unbounded Gradients in Stochastic Saddle-point Optimization.,Gergely Neu; Nneka Okolo,,0,https://openreview.net/forum?id=RPMTNGMq0O,
icml,2024,conf/icml/icml2024,,H-Consistency Guarantees for Regression.,Anqi Mao; Mehryar Mohri; Yutao Zhong,,0,https://openreview.net/forum?id=nvHlHfjJPe,
icml,2024,conf/icml/icml2024,,Quality Diversity through Human Feedback: Towards Open-Ended Diversity-Driven Optimization.,Li Ding; Jenny Zhang; Jeff Clune; Lee Spector; Joel Lehman,,0,https://openreview.net/forum?id=9zlZuAAb08,
icml,2024,conf/icml/icml2024,,Stochastic Conditional Diffusion Models for Robust Semantic Image Synthesis.,Juyeon Ko; Inho Kong; Dogyun Park; Hyunwoo J. Kim,,0,https://openreview.net/forum?id=rMV86cAOh6,
icml,2024,conf/icml/icml2024,,Optimal bounds for ℓp sensitivity sampling via ℓ2 augmentation.,Alexander Munteanu; Simon Omlor,,0,https://openreview.net/forum?id=ohH3sbUue2,
icml,2024,conf/icml/icml2024,,Predictive Performance Comparison of Decision Policies Under Confounding.,Luke Guerdan; Amanda Coston; Ken Holstein; Steven Wu,,0,https://openreview.net/forum?id=HrzQZXzrN2,
icml,2024,conf/icml/icml2024,,Nonsmooth Implicit Differentiation: Deterministic and Stochastic Convergence Rates.,Riccardo Grazzi; Massimiliano Pontil; Saverio Salzo,,0,https://openreview.net/forum?id=SlRcJvf1yd,
icml,2024,conf/icml/icml2024,,EvIL: Evolution Strategies for Generalisable Imitation Learning.,Silvia Sapora; Gokul Swamy; Chris Lu; Yee Whye Teh; Jakob Nicolaus Foerster,,0,https://openreview.net/forum?id=9DMMvMTDur,
icml,2024,conf/icml/icml2024,,DRED: Zero-Shot Transfer in Reinforcement Learning via Data-Regularised Environment Design.,Samuel Garcin; James Doran; Shangmin Guo; Christopher G. Lucas; Stefano V. Albrecht,,0,https://openreview.net/forum?id=uku9r6RROl,
icml,2024,conf/icml/icml2024,,Causal Action Influence Aware Counterfactual Data Augmentation.,Núria Armengol Urpí; Marco Bagatella; Marin Vlastelica; Georg Martius,,0,https://openreview.net/forum?id=6Zl9rv6PDx,
icml,2024,conf/icml/icml2024,,How Smooth Is Attention?,Valérie Castin; Pierre Ablin; Gabriel Peyré,,0,https://openreview.net/forum?id=aP0H8A1ywk,
icml,2024,conf/icml/icml2024,,Case-Based or Rule-Based: How Do Transformers Do the Math?,Yi Hu; Xiaojuan Tang; Haotong Yang; Muhan Zhang,,0,https://openreview.net/forum?id=4Vqr8SRfyX,
icml,2024,conf/icml/icml2024,,Fundamental Limits of Distributed Covariance Matrix Estimation Under Communication Constraints.,Mohammad-Reza Rahmani; Mohammad Hossein Yassaee; Mohammad Ali Maddah-Ali; Mohammad Reza Aref,,0,https://openreview.net/forum?id=biE1uHyG0l,
icml,2024,conf/icml/icml2024,,RoSA: Accurate Parameter-Efficient Fine-Tuning via Robust Adaptation.,Mahdi Nikdan; Soroush Tabesh; Elvir Crncevic; Dan Alistarh,,0,https://openreview.net/forum?id=FYvpxyS43U,
icml,2024,conf/icml/icml2024,,Estimating Canopy Height at Scale.,Jan Pauls; Max Zimmer; Una M. Kelly; Martin Schwartz; Sassan Saatchi; Philippe Ciais; Sebastian Pokutta; Martin Brandt; Fabian Gieseke,,0,https://openreview.net/forum?id=ZzCY0fRver,
icml,2024,conf/icml/icml2024,,Prediction Accuracy of Learning in Games : Follow-the-Regularized-Leader meets Heisenberg.,Yi Feng; Georgios Piliouras; Xiao Wang,,0,https://openreview.net/forum?id=Y0sH9HGMwq,
icml,2024,conf/icml/icml2024,,BRAIn: Bayesian Reward-conditioned Amortized Inference for natural language generation from feedback.,Gaurav Pandey; Yatin Nandwani; Tahira Naseem; Mayank Mishra; Guangxuan Xu; Dinesh Raghu; Sachindra Joshi; Asim Munawar; Ramón Fernandez Astudillo,,0,https://openreview.net/forum?id=nxzXTLByXO,
icml,2024,conf/icml/icml2024,,SignSGD with Federated Defense: Harnessing Adversarial Attacks through Gradient Sign Decoding.,Chanho Park; Namyoon Lee,,0,https://openreview.net/forum?id=zEqeNEuiJr,
icml,2024,conf/icml/icml2024,,Dynamic Byzantine-Robust Learning: Adapting to Switching Byzantine Workers.,Ron Dorfman; Naseem Yehya; Kfir Yehuda Levy,,0,https://openreview.net/forum?id=NwYsuFuelg,
icml,2024,conf/icml/icml2024,,Unmasking Vulnerabilities: Cardinality Sketches under Adaptive Inputs.,Sara Ahmadian; Edith Cohen,,0,https://openreview.net/forum?id=jaJxpKkBcL,
icml,2024,conf/icml/icml2024,,SPABA: A Single-Loop and Probabilistic Stochastic Bilevel Algorithm Achieving Optimal Sample Complexity.,Tianshu Chu; Dachuan Xu; Wei Yao; Jin Zhang,,0,https://openreview.net/forum?id=1YMjzz2g81,
icml,2024,conf/icml/icml2024,,Adapting Pretrained ViTs with Convolution Injector for Visuo-Motor Control.,Dongyoon Hwang; Byungkun Lee; Hojoon Lee; Hyunseung Kim; Jaegul Choo,,0,https://openreview.net/forum?id=CuiRGtVI55,
icml,2024,conf/icml/icml2024,,Shifted Interpolation for Differential Privacy.,Jinho Bok; Weijie J. Su; Jason M. Altschuler,,0,https://openreview.net/forum?id=KCVCFsPkrm,
icml,2024,conf/icml/icml2024,,MaxMin-RLHF: Alignment with Diverse Human Preferences.,Souradip Chakraborty; Jiahao Qiu; Hui Yuan; Alec Koppel; Dinesh Manocha; Furong Huang; Amrit S. Bedi; Mengdi Wang,,0,https://openreview.net/forum?id=8tzjEMF0Vq,
icml,2024,conf/icml/icml2024,,On the Convergence of Projected Bures-Wasserstein Gradient Descent under Euclidean Strong Convexity.,Junyi Fan; Yuxuan Han; Zijian Liu; Jian-Feng Cai; Yang Wang; Zhengyuan Zhou,,0,https://openreview.net/forum?id=VDgfJnOEMV,
icml,2024,conf/icml/icml2024,,CaPS: Collaborative and Private Synthetic Data Generation from Distributed Sources.,Sikha Pentyala; Mayana Pereira; Martine De Cock,,0,https://openreview.net/forum?id=ZXsNkm3bxu,
icml,2024,conf/icml/icml2024,,LAGMA: LAtent Goal-guided Multi-Agent Reinforcement Learning.,Hyungho Na; Il-Chul Moon,,0,https://openreview.net/forum?id=gtYdvSGMYV,
icml,2024,conf/icml/icml2024,,Hidden Traveling Waves bind Working Memory Variables in Recurrent Neural Networks.,Arjun Karuvally; Terrence J. Sejnowski; Hava T. Siegelmann,,0,https://openreview.net/forum?id=NCjlFw1Ab0,
icml,2024,conf/icml/icml2024,,In-Context Learning Agents Are Asymmetric Belief Updaters.,Johannes A. Schubert; Akshay K. Jagadish; Marcel Binz; Eric Schulz,,0,https://openreview.net/forum?id=BNAvYSCrLD,
icml,2024,conf/icml/icml2024,,Critical feature learning in deep neural networks.,Kirsten Fischer; Javed Lindner; David Dahmen; Zohar Ringel; Michael Krämer; Moritz Helias,,0,https://openreview.net/forum?id=xMJT4XW468,
icml,2024,conf/icml/icml2024,,Multiply Robust Estimation for Local Distribution Shifts with Multiple Domains.,Steven Wilkins-Reeves; Xu Chen; Qi Ma; Christine Agarwal; Aude Hofleitner,,0,https://openreview.net/forum?id=hJaWoU3Emh,
icml,2024,conf/icml/icml2024,,BOtied: Multi-objective Bayesian optimization with tied multivariate ranks.,Ji Won Park; Natasa Tagasovska; Michael Maser; Stephen Ra; Kyunghyun Cho,,0,https://openreview.net/forum?id=cj5HbaX14p,
icml,2024,conf/icml/icml2024,,"Compositional Capabilities of Autoregressive Transformers: A Study on Synthetic, Interpretable Tasks.",Rahul Ramesh; Ekdeep Singh Lubana; Mikail Khona; Robert P. Dick; Hidenori Tanaka,,0,https://openreview.net/forum?id=L1eJ3NKPCd,
icml,2024,conf/icml/icml2024,,Mol-AE: Auto-Encoder Based Molecular Representation Learning With 3D Cloze Test Objective.,Junwei Yang; Kangjie Zheng; Siyu Long; Zaiqing Nie; Ming Zhang; Xinyu Dai; Wei-Ying Ma; Hao Zhou,,0,https://openreview.net/forum?id=inEuvSg0y1,
icml,2024,conf/icml/icml2024,,Few-Shot Unsupervised Implicit Neural Shape Representation Learning with Spatial Adversaries.,Amine Ouasfi; Adnane Boukhayma,,0,https://openreview.net/forum?id=SLqdDWwibH,
icml,2024,conf/icml/icml2024,,"Active Ranking and Matchmaking, with Perfect Matchings.",Hafedh El Ferchichi; Matthieu Lerasle; Vianney Perchet,,0,https://openreview.net/forum?id=UZZaWUR0n4,
icml,2024,conf/icml/icml2024,,Estimating Distributional Treatment Effects in Randomized Experiments: Machine Learning for Variance Reduction.,Undral Byambadalai; Tatsushi Oka; Shota Yasui,,0,https://openreview.net/forum?id=RDofzHLuX4,
icml,2024,conf/icml/icml2024,,An Interpretable Evaluation of Entropy-based Novelty of Generative Models.,Jingwei Zhang; Cheuk Ting Li; Farzan Farnia,,0,https://openreview.net/forum?id=wUgTnf918v,
icml,2024,conf/icml/icml2024,,Relaxed Quantile Regression: Prediction Intervals for Asymmetric Noise.,Thomas Pouplin; Alan Jeffares; Nabeel Seedat; Mihaela van der Schaar,,0,https://openreview.net/forum?id=L8nSGvoyvb,
icml,2024,conf/icml/icml2024,,How Flawed Is ECE? An Analysis via Logit Smoothing.,Muthu Chidambaram; Holden Lee; Colin McSwiggen; Semon Rezchikov,,0,https://openreview.net/forum?id=3McL91pE6x,
icml,2024,conf/icml/icml2024,,Can Machines Learn the True Probabilities?,Jinsook Kim,,0,https://openreview.net/forum?id=TzqmqZS0nj,
icml,2024,conf/icml/icml2024,,Helpful or Harmful Data? Fine-tuning-free Shapley Attribution for Explaining Language Model Predictions.,Jingtan Wang; Xiaoqiang Lin; Rui Qiao; Chuan-Sheng Foo; Bryan Kian Hsiang Low,,0,https://openreview.net/forum?id=WSpPC1Jm0p,
icml,2024,conf/icml/icml2024,,A Hierarchical Adaptive Multi-Task Reinforcement Learning Framework for Multiplier Circuit Design.,Zhihai Wang; Jie Wang; Dongsheng Zuo; Yunjie Ji; Xilin Xia; Yuzhe Ma; Jianye Hao; Mingxuan Yuan; Yongdong Zhang; Feng Wu,,0,https://openreview.net/forum?id=LGz7GaUSEB,
icml,2024,conf/icml/icml2024,,Effects of Exponential Gaussian Distribution on (Double Sampling) Randomized Smoothing.,Youwei Shu; Xi Xiao; Derui Wang; Yuxin Cao; Siji Chen; Jason Xue; Linyi Li; Bo Li,,0,https://openreview.net/forum?id=IxZ4xaHSYG,
icml,2024,conf/icml/icml2024,,FRAPPÉ: A Group Fairness Framework for Post-Processing Everything.,Alexandru Tifrea; Preethi Lahoti; Ben Packer; Yoni Halpern; Ahmad Beirami; Flavien Prost,,0,https://openreview.net/forum?id=JndWnomyIc,
icml,2024,conf/icml/icml2024,,"GPT-4V(ision) is a Generalist Web Agent, if Grounded.",Boyuan Zheng; Boyu Gou; Jihyung Kil; Huan Sun; Yu Su,,0,https://openreview.net/forum?id=piecKJ2DlB,
icml,2024,conf/icml/icml2024,,A Neural-Guided Dynamic Symbolic Network for Exploring Mathematical Expressions from Data.,Wenqiang Li; Weijun Li; Lina Yu; Min Wu; Linjun Sun; Jingyi Liu; Yanjie Li; Shu Wei; Yusong Deng; Meilan Hao,,0,https://openreview.net/forum?id=IejxxE9DO2,
icml,2024,conf/icml/icml2024,,Accelerating Legacy Numerical Solvers by Non-intrusive Gradient-based Meta-solving.,Sohei Arisaka; Qianxiao Li,,0,https://openreview.net/forum?id=yh6Y7ppf46,
icml,2024,conf/icml/icml2024,,Degeneration-free Policy Optimization: RL Fine-Tuning for Language Models without Degeneration.,Youngsoo Jang; Geon-Hyeong Kim; Byoungjip Kim; Yu Jin Kim; Honglak Lee; Moontae Lee,,0,https://openreview.net/forum?id=lwTshcWlmB,
icml,2024,conf/icml/icml2024,,RODEO: Robust Outlier Detection via Exposing Adaptive Out-of-Distribution Samples.,Hossein Mirzaei; Mohammad Jafari; Hamid Reza Dehbashi; Ali Ansari; Sepehr Ghobadi; Masoud Hadi; Arshia Soltani Moakhar; Mohammad Azizmalayeri; Mahdieh Soleymani Baghshah; Mohammad Hossein Rohban,,0,https://openreview.net/forum?id=yOe5lqDPvM,
icml,2024,conf/icml/icml2024,,Polynomial-based Self-Attention for Table Representation Learning.,Jayoung Kim; Yehjin Shin; Jeongwhan Choi; Hyowon Wi; Noseong Park,,0,https://openreview.net/forum?id=QZd3rvlP76,
icml,2024,conf/icml/icml2024,,See More Details: Efficient Image Super-Resolution by Experts Mining.,Eduard Zamfir; Zongwei Wu; Nancy Mehta; Yulun Zhang; Radu Timofte,,0,https://openreview.net/forum?id=0JXGusc7E2,
icml,2024,conf/icml/icml2024,,Privacy-Preserving Instructions for Aligning Large Language Models.,Da Yu; Peter Kairouz; Sewoong Oh; Zheng Xu,,0,https://openreview.net/forum?id=mUT1biz09t,
icml,2024,conf/icml/icml2024,,"PARDEN, Can You Repeat That? Defending against Jailbreaks via Repetition.",Ziyang Zhang; Qizhen Zhang; Jakob Nicolaus Foerster,,0,https://openreview.net/forum?id=tQPkzTdaaN,
icml,2024,conf/icml/icml2024,,Learning Shadow Variable Representation for Treatment Effect Estimation under Collider Bias.,Baohong Li; Haoxuan Li; Ruoxuan Xiong; Anpeng Wu; Fei Wu; Kun Kuang,,0,https://openreview.net/forum?id=ycXo4tQIpN,
icml,2024,conf/icml/icml2024,,Towards an Understanding of Stepwise Inference in Transformers: A Synthetic Graph Navigation Model.,Mikail Khona; Maya Okawa; Jan Hula; Rahul Ramesh; Kento Nishi; Robert P. Dick; Ekdeep Singh Lubana; Hidenori Tanaka,,0,https://openreview.net/forum?id=8VEGkphQaK,
icml,2024,conf/icml/icml2024,,CF-OPT: Counterfactual Explanations for Structured Prediction.,Germain Vivier-Ardisson; Alexandre Forel; Axel Parmentier; Thibaut Vidal,,0,https://openreview.net/forum?id=xSkIxKdO08,
icml,2024,conf/icml/icml2024,,Cross-domain Open-world Discovery.,Shuo Wen; Maria Brbic,,0,https://openreview.net/forum?id=WofwaWjIf7,
icml,2024,conf/icml/icml2024,,Effective Federated Graph Matching.,Yang Zhou; Zijie Zhang; Zeru Zhang; Lingjuan Lyu; Wei-Shinn Ku,,0,https://openreview.net/forum?id=rSfzchjIYu,
icml,2024,conf/icml/icml2024,,Disentanglement Learning via Topology.,Nikita Balabin; Daria Voronkova; Ilya Trofimov; Evgeny Burnaev; Serguei Barannikov,,0,https://openreview.net/forum?id=q0lxAs5GGO,
icml,2024,conf/icml/icml2024,,Predicting and Interpreting Energy Barriers of Metallic Glasses with Graph Neural Networks.,Haoyu Li; Shichang Zhang; Longwen Tang; Mathieu Bauchy; Yizhou Sun,,0,https://openreview.net/forum?id=7rTbqkKvA6,
